arXiv ID,submitted_at,title,presence_of vendor_author,thema1,thema2,vendor_of_the_used_machine,max_qubit_count
2107.07462v1,2021-07-15,Implementing efficient selective quantum process tomography of   superconducting quantum gates on the IBM quantum processor,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,5
2107.07505v1,2021-07-15,Realization of real-time fault-tolerant quantum error correction,TRUE,(D) Quantum error correction,,Honeywell,10
2107.07642v1,2021-07-15,Improving application performance with biased distributions of quantum   states,TRUE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,4
2107.08445v1,2021-07-18,Non-normal Hamiltonian dynamics in quantum systems and its realization   on quantum computers,FALSE,(F2) Applications: condensed matter physics,,IBM,2
2107.09676v1,2021-07-20,Realizing a dynamical topological phase in a trapped-ion quantum   simulator,TRUE,(F2) Applications: condensed matter physics,,Quantinuum,10
2107.10267v3,2021-07-21,Probing Geometric Excitations of Fractional Quantum Hall States on   Quantum Computers,FALSE,(F2) Applications: condensed matter physics,,IBM,5
2107.11387v2,2021-07-23,Cross-Platform Comparison of Arbitrary Quantum Computations,TRUE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",,IonQ,13
2107.11388v1,2021-07-23,Dynamical uncertainty propagation with noisy quantum parameters,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,1
2107.11815v2,2021-07-25,Digital quantum simulation of dynamical topological invariants on   near-term quantum computers,FALSE,(F2) Applications: condensed matter physics,,IBM,2
2107.13468v2,2021-07-28,Predictability as a quantum resource,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,4
2107.13571v2,2021-07-28,Observation of Time-Crystalline Eigenstate Order on a Quantum Processor,TRUE,(F13) Applications: others,,Google,21
2108.01039v2,2021-08-02,Large-scale quantum machine learning,FALSE,(F1) Applications: quantum machine learning,,IBM,8
2108.01183v1,2021-08-02,Demonstrating robust simulation of driven-dissipative problems on   near-term quantum computers,TRUE,(F2) Applications: condensed matter physics,,IBM,4
2108.02099v2,2021-08-04,2QAN: A quantum compiler for 2-local qubit Hamiltonian simulation   algorithms,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",,IBM,22
2108.03865v2,2021-08-09,Deterministic one-way logic gates on a cloud quantum computer,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",,IBM,4
2108.03954v1,2021-08-09,Efficient Verification of Boson Sampling Using a Quantum Computer,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,5
2108.04530v2,2021-08-10,Suppression of crosstalk in superconducting qubits using dynamical   decoupling,FALSE,(E) Quantum noise mitigation,,IBM,5
2108.05975v2,2021-08-12,Real-time simulation of light-driven spin chains on quantum computers,FALSE,(F2) Applications: condensed matter physics,(F8) Applications: simulating quantum mechanics,IBM,3
2108.06271v1,2021-08-13,Playing with a Quantum Computer,FALSE,(F13) Applications: others,,IBM,1
2108.07561v1,2021-08-17,Implementation of a Quantum Algorithm to Estimate the Energy of a   Particle in a Finite Square Well Potential on IBM Quantum Computer,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",,IBM,5
2108.08372v1,2021-08-18,Enhancing entanglement and total correlations dynamics via local   unitaries,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,4
2108.08873v1,2021-08-19,Energy levels estimation on a quantum computer by evolution of a   physical quantity,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",,IBM,6
2108.09004v3,2021-08-20,Step-by-Step HHL Algorithm Walkthrough to Enhance the Understanding of   Critical Quantum Computing Concepts,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",,IBM,4
2108.09197v1,2021-08-20,Scalable error mitigation for noisy quantum circuits produces   competitive expectation values,TRUE,(E) Quantum noise mitigation,,IBM,26
2108.10431v1,2021-08-23,Theory of mirror benchmarking and demonstration on a quantum computer,TRUE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",,Quantinuum,10
2108.10932v2,2021-08-24,Suppression of mid-circuit measurement crosstalk errors with micromotion,TRUE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume","(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",Quantinuum,4
2108.11343v1,2021-08-25,Experimental investigation of convex mixtures of Markovian and   Non-Markovian single qubit channels on NISQ devices,FALSE,(F11) Applications: open quantum systems,,IBM,4
2108.12203v1,2021-08-27,Optimization and Noise Analysis of the Quantum Algorithm for Solving   One-Dimensional Poisson Equation,FALSE,"(F6) Applications: linear algebra (HHL, variational linear system solver)",,IBM,5
2108.12518v1,2021-08-27,Scalable mitigation of measurement errors on quantum computers,TRUE,(E) Quantum noise mitigation,,IBM,42
2108.12909v2,2021-08-29,Geometric properties of evolutionary graph states and their detection on   a quantum computer,FALSE,(F2) Applications: condensed matter physics,,IBM,4
2108.13207v2,2021-08-30,Representation of binary classification trees with binary features by   quantum circuits,FALSE,(F1) Applications: quantum machine learning,,IBM,8
2108.13305v2,2021-08-30,Primitive Quantum Gates for Dihedral Gauge Theories,TRUE,(F9) Applications: high energy physics,(E) Quantum noise mitigation,Rigetti,6
2108.13375v2,2021-08-30,Benchmarking variational quantum eigensolvers for the   square-octagon-lattice Kitaev model,TRUE,(F2) Applications: condensed matter physics,(E) Quantum noise mitigation,Rigetti,8
2108.13464v1,2021-08-30,Max-cut Clustering Utilizing Warm-Start QAOA and IBM Runtime,FALSE,(F5) Applications: optimization (QAOA),,IBM,5
2108.13769v1,2021-08-31,Implementation of hitting times of discrete time quantum random walks on   Cubelike graphs,FALSE,(F12) Applications: quantum walk,,IBM,3
2109.02298v1,2021-09-06,A scalable tripartite Wigner's friend scenario,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,5
2109.02507v2,2021-09-06,Experimental violations of Leggett-Garg's inequalities on a quantum   computer,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",(E) Quantum noise mitigation,IBM,5
2109.03745v2,2021-09-08,A case study of variational quantum algorithms for a job shop scheduling   problem,FALSE,(F5) Applications: optimization (QAOA),(F13) Applications: others,IBM,23
2109.04449v1,2021-09-09,Conditionally rigorous mitigation of multiqubit measurement errors,FALSE,(E) Quantum noise mitigation,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",IBM,4
2109.04734v2,2021-09-10,Confidence polytopes for quantum process tomography,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,3
2109.04840v1,2021-09-10,Noise-Aware Quantum Amplitude Estimation,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",,Quantinuum,3
2109.05136v1,2021-09-10,Efficient Noise Mitigation Technique for Quantum Computing,FALSE,(E) Quantum noise mitigation,,IBM,5
2109.05309v1,2021-09-11,ADAPT: Mitigating Idling Errors in Qubits via Adaptive Dynamical   Decoupling,FALSE,(E) Quantum noise mitigation,,IBM,10
2109.05314v1,2021-09-11,JigSaw: Boosting Fidelity of NISQ Programs via Measurement Subsetting,FALSE,(E) Quantum noise mitigation,,IBM,18
2109.06315v2,2021-09-13,Generative Quantum Learning of Joint Probability Distribution Functions,TRUE,(F1) Applications: quantum machine learning,,IonQ,8
2109.08132v5,2021-09-16,Mitigating algorithmic errors in quantum optimization through energy   extrapolation,FALSE,(E) Quantum noise mitigation,,IBM,7
2109.09787v1,2021-09-20,Preparing Renormalization Group Fixed Points on NISQ Hardware,FALSE,(F2) Applications: condensed matter physics,,Quantinuum,3
2109.10873v1,2021-09-22,Parameterized process characterization with reduced resource   requirements,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",(E) Quantum noise mitigation,IBM,2
2109.11371v5,2021-09-23,Dynamics in an exact solvable quantum magnet: benchmark for quantum   computer,FALSE,(F12) Applications: quantum walk,,IBM,5
2109.11400v2,2021-09-23,Detection of energy levels of a spin system on a quantum computer by   probe spin evolution,FALSE,(F2) Applications: condensed matter physics,,IBM,5
2109.11405v1,2021-09-23,Learning the noise fingerprint of quantum devices,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,4
2109.13199v1,2021-09-27,Faster and More Reliable Quantum SWAPs via Native Gates,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",,IBM,17
2109.13298v1,2021-09-27,Digital quantum simulation of NMR experiments,TRUE,(F3) Applications: quantum chemistry,,IonQ,4
2109.13308v2,2021-09-27,Hexagonal matching codes with 2-body measurements,TRUE,(D) Quantum error correction,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",IBM,65
2109.14928v3,2021-09-30,Divide-and-conquer verification method for noisy intermediate-scale   quantum computation,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,4
2109.15065v2,2021-09-30,Real-time dynamics of Plaquette Models using NISQ Hardware,FALSE,(F8) Applications: simulating quantum mechanics,(E) Quantum noise mitigation,IBM,7
2110.00308v1,2021-09-25,Experimental realization of BB84 protocol with different phase gates and   SARG04 protocol,FALSE,(F13) Applications: others,(E) Quantum noise mitigation,IBM,5
2110.00507v1,2021-10-01,Simulating Large PEPs Tensor Networks on Small Quantum Devices,FALSE,(F2) Applications: condensed matter physics,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",Quantinuum,5
2110.00968v2,2021-10-03,Coarse grained intermolecular interactions on quantum processors,TRUE,(F3) Applications: quantum chemistry,(E) Quantum noise mitigation,IBM,4
2110.02965v1,2021-10-06,Classical Shadows for Quantum Process Tomography on Near-term Quantum   Computers,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IonQ,4
2110.03709v2,2021-10-07,Variational determination of multi-qubit geometrical entanglement in   NISQ computers,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,5
2110.04112v3,2021-10-08,Qubit-efficient encoding scheme for quantum simulations of electronic   structure,FALSE,(F3) Applications: quantum chemistry,,IBM,4
2110.04177v1,2021-10-08,Experimentally accessible non-separability criteria for multipartite   entanglement structure detection,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,16
2110.07747v1,2021-10-14,Demonstration of the Rodeo Algorithm on a Quantum Computer,FALSE,"(F6) Applications: linear algebra (HHL, variational linear system solver)",,IBM,2
2110.08163v1,2021-10-15,Quantum Computational Quantification of Protein-Ligand Interactions,FALSE,(F3) Applications: quantum chemistry,,IBM,4
2110.10528v1,2021-10-20,Detecting Entanglement Generating Circuits in Cloud-Based Quantum   Computing,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IonQ,6
2110.10788v2,2021-10-20,An exponentially more efficient optimization algorithm for noisy quantum   computers,FALSE,(F5) Applications: optimization (QAOA),,IBM,5
2110.14108v2,2021-10-27,"Quality, Speed, and Scale: three key attributes to measure the   performance of near-term quantum computers",TRUE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",,IBM,65
2110.14965v1,2021-10-28,Separation of gates in quantum parallel programming,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",,IBM,4
2111.00226v1,2021-10-30,Quantum simulation of perfect state transfer on weighted cubelike graphs,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,3
2111.02136v1,2021-11-03,Quantum computers to test fundamental physics or viceversa,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",,Rigetti,2
2111.02896v2,2021-11-02,Experimenting quantum phenomena on NISQ computers using high level   quantum programming,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume","(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",IBM,5
2111.05026v3,2021-11-09,Investigating the variance increase of readout error mitigation through   classical bit-flip correction on IBM and Rigetti quantum computers,FALSE,(E) Quantum noise mitigation,,IBM,5
2111.06102v1,2021-11-11,The Present and Future of Discrete Logarithm Problems on Noisy Quantum   Computers,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",,IBM,7
2111.07051v1,2021-11-13,Predicting non-Markovian superconducting qubit dynamics from tomographic   reconstruction,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking","(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",IBM,1
2111.08771v1,2021-11-16,Variational Adiabatic Gauge Transformation on real quantum hardware for   effective low-energy Hamiltonians and accurate diagonalization,FALSE,(F2) Applications: condensed matter physics,,Rigetti,5
2111.08814v1,2021-11-16,Error mitigation in variational quantum eigensolvers using probabilistic   machine learning,FALSE,(E) Quantum noise mitigation,(F1) Applications: quantum machine learning,IBM,5
2111.09028v1,2021-11-17,United Nation Security Council in Quantum World: Experimental   Realization of Quantum Anonymous Veto Protocols using IBM Quantum Computer,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking","(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",IBM,4
2111.09472v1,2021-11-18,Exploring Airline Gate-Scheduling Optimization Using Quantum Computers,TRUE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume","(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",IBM,15
2111.11996v3,2021-11-23,Simulating strongly interacting Hubbard chains with the Variational   Hamiltonian Ansatz on a quantum computer,FALSE,(F2) Applications: condensed matter physics,,IBM,4
2111.15183v1,2021-11-30,Modelling quantum photonics on a quantum computer,FALSE,(F8) Applications: simulating quantum mechanics,,IBM,1
2111.15522v1,2021-11-30,Model-Independent Error Mitigation in Parametric Quantum Circuits and   Depolarizing Projection of Quantum Noise,FALSE,(E) Quantum noise mitigation,,IBM,2
2111.15605v1,2021-11-30,Synthetic weather radar using hybrid quantum-classical machine learning,TRUE,(F1) Applications: quantum machine learning,,Rigetti,16
2112.00778v1,2021-12-01,Quantum advantage in learning from experiments,TRUE,(F1) Applications: quantum machine learning,,Google,40
2112.00984v1,2021-12-02,Measurement Crosstalk Errors in Cloud-Based Quantum Computing,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,3
2112.01303v1,2021-12-02,A Quantum Approach to the Discretizable Molecular Distance Geometry   Problem,FALSE,(F3) Applications: quantum chemistry,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",IBM,3
2112.01927v3,2021-12-03,Solving hadron structures using the basis light-front quantization   approach on quantum computers,FALSE,(F9) Applications: high energy physics,,IBM,4
2112.02025v1,2021-12-03,Observing ground-state properties of the Fermi-Hubbard model using a   scalable algorithm on a quantum computer,TRUE,(F2) Applications: condensed matter physics,,Google,16
2112.03043v2,2021-12-06,Qubit noise deconvolution,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,Rigetti,2
2112.03199v4,2021-12-06,Evaluating performance of hybrid quantum optimization algorithms for   MAXCUT Clustering using IBM runtime environment,FALSE,(F5) Applications: optimization (QAOA),,IBM,5
2112.03503v1,2021-12-07,"Comment on ""Multi-output quantum teleportation of different quantum   information with an IBM quantum experience""",FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,6
2112.03585v1,2021-12-07,Quantum readout error mitigation via deep learning,FALSE,(E) Quantum noise mitigation,,IBM,5
2112.03689v1,2021-12-06,Hidden variables in Mermin GHZ machine with quantum assistance,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,5
2112.04076v1,2021-12-08,Experimental Characterization of Fault-Tolerant Circuits in Small-Scale   Quantum Processors,FALSE,(D) Quantum error correction,,IBM,4
2112.04414v1,2021-12-08,Dual Map Framework for Noise Characterization of Quantum Computers,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",(F5) Applications: optimization (QAOA),Rigetti,6
2112.04625v1,2021-12-08,Determining ground-state phase diagrams on quantum computers via a   generalized application of adiabatic state preparation,FALSE,(F2) Applications: condensed matter physics,,IBM,3
2112.05156v2,2021-12-09,Interactive Protocols for Classically-Verifiable Quantum Advantage,TRUE,(F13) Applications: others,,IonQ,11
2112.05175v2,2021-12-09,General quantum Chinos games,FALSE,(F13) Applications: others,,IBM,2
2112.05821v1,2021-12-10,VAQEM: A Variational Approach to Quantum Error Mitigation,TRUE,(E) Quantum noise mitigation,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",IBM,6
2112.05882v2,2021-12-11,Reality variation under monitoring with weak measurements,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,2
2112.06211v2,2021-12-12,Quantum kernels for real-world predictions based on electronic health   records,TRUE,(F1) Applications: quantum machine learning,,IBM,20
2112.06364v1,2021-12-13,Process Tomography on a 7-Qubit Quantum Processor via Tensor Network   Contraction Path Finding,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,7
2112.06661v2,2021-12-13,Learning Classical Readout Quantum PUFs based on single-qubit gates,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",,IBM,1
2112.07567v2,2021-12-14,Born rule as a test of the accuracy of a public quantum computer,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,1
2112.09083v3,2021-12-16,Preparation of the SU(3) Lattice Yang-Mills Vacuum with Variational   Quantum Methods,FALSE,(F9) Applications: high energy physics,,IBM,2
2112.10417v1,2021-12-20,Protection of noisy multipartite entangled states of superconducting   qubits via universally robust dynamical decoupling schemes,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking","(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",IBM,4
2112.10418v1,2021-12-20,Practical Quantum State Tomography for Gibbs states,TRUE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,10
2112.10810v3,2021-12-20,Holographic simulation of correlated electrons on a trapped ion quantum   processor,TRUE,(F8) Applications: simulating quantum mechanics,,Quantinuum,6
2112.11354v2,2021-12-21,Warm-Started QAOA with Custom Mixers Provably Converges and   Computationally Beats Goemans-Williamson's Max-Cut at Low Circuit Depths,FALSE,(F5) Applications: optimization (QAOA),,IBM,11
2112.12247v2,2021-12-22,Method for Generating Randomly Perturbed Density Operators Subject to   Different Sets of Constraints,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,2
2112.12435v2,2021-12-23,A Divide-and-Conquer Approach to Dicke State Preparation,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",(E) Quantum noise mitigation,IBM,6
2112.12654v1,2021-12-23,Quantum dynamics simulations beyond the coherence time on NISQ hardware   by variational Trotter compression,FALSE,(F8) Applications: simulating quantum mechanics,(E) Quantum noise mitigation,IBM,3
2112.14553v1,2021-12-29,Active Learning of Quantum System Hamiltonians yields Query Advantage,TRUE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,2
2112.14688v1,2021-12-29,Algorithms for Gibbs state preparation on noiseless and noisy random   quantum circuits,TRUE,(F8) Applications: simulating quantum mechanics,(E) Quantum noise mitigation,IBM,5
2201.00385v2,2022-01-02,Quasiprobability fluctuation theorem behind the spread of quantum   information,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,6
2201.01826v1,2022-01-05,One-particle Green's functions from the quantum equation of motion   algorithm,TRUE,(F8) Applications: simulating quantum mechanics,(E) Quantum noise mitigation,IBM,4
2201.08234v1,2022-01-15,Experimental realization of quantum teleportation of arbitrary single   and two-qubit states via hypergraph states,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,6
2201.08872v1,2022-01-21,Observation of spin-1 tunneling on a quantum computer,FALSE,(F8) Applications: simulating quantum mechanics,,IBM,3
2201.10999v1,2022-01-26,Implementation of quantum compression on IBM quantum computers,FALSE,(F13) Applications: others,,IBM,3
2201.11046v2,2022-01-26,An Efficient Quantum Readout Error Mitigation for Sparse Measurement   Outcomes of Near-term Quantum Devices,TRUE,(E) Quantum noise mitigation,,IBM,65
2201.11597v1,2022-01-27,Quantum simulation of dissipative collective effects on noisy quantum   computers,FALSE,(F8) Applications: simulating quantum mechanics,(E) Quantum noise mitigation,IBM,7
2201.12512v1,2022-01-29,Password authentication schemes on a quantum computer,FALSE,(F13) Applications: others,(E) Quantum noise mitigation,IBM,20
2201.12946v1,2022-01-31,Pauli Error Propagation-Based Gate Reschedulingfor Quantum Circuit Error   Mitigation,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",(E) Quantum noise mitigation,IBM,15
2202.00122v2,2022-01-31,Quantum search on noisy intermediate-scale quantum devices,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",,IBM,6
2202.00348v3,2022-02-01,Learning entanglement breakdown as a phase transition by confusion,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,4
2202.00918v1,2022-02-02,Hybrid Quantum-Classical Algorithm for Hydrodynamics,FALSE,(F8) Applications: simulating quantum mechanics,,IBM,3
2202.02417v2,2022-02-04,Parallel Quantum Chemistry on Noisy Intermediate-Scale Quantum Computers,FALSE,(F3) Applications: quantum chemistry,,IBM,4
2202.03260v2,2022-02-07,Methods and Results for Quantum Optimal Pulse Control on Superconducting   Qubit Systems,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,2
2202.04460v2,2022-02-09,Quantum Computing in Pharma: A Multilayer Embedding Approach for Near   Future Applications,FALSE,(F3) Applications: quantum chemistry,,Rigetti,6
2202.04474v1,2022-02-09,Markovian Modelling and Calibration of IBMQ Transmon Qubits,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,3
2202.04673v4,2022-02-09,Algebraic Bethe Circuits,FALSE,(F8) Applications: simulating quantum mechanics,(E) Quantum noise mitigation,IBM,8
2202.05132v2,2022-02-10,Quantifying information scrambling via Classical Shadow Tomography on   Programmable Quantum Simulators,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",(E) Quantum noise mitigation,IBM,5
2202.05195v2,2022-02-10,Uncovering Instabilities in Variational-Quantum Deep Q-Networks,FALSE,(F1) Applications: quantum machine learning,,IBM,4
2202.06984v3,2022-02-14,Quantum computation capability verification protocol for NISQ devices   with dihedral coset problem,FALSE,"(A) Fundamentals of physics and quantum information: Bell inequality, entanglement test (GHZ, graph state), protocols including quantum teleportation",,IBM,4
2202.08061v1,2022-02-16,Holonomic control of a three-qubits system in an NV center using a   near-term quantum computer,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,3
2202.08270v2,2022-02-16,Recompilation-enhanced simulation of electron-phonon dynamics on IBM   Quantum computers,TRUE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,6
2202.09479v1,2022-02-19,Quantum circuits for the preparation of spin eigenfunctions on quantum   computers,TRUE,(F8) Applications: simulating quantum mechanics,(E) Quantum noise mitigation,IBM,5
2202.09647v1,2022-02-19,Experimental demonstration of composite pulses on IBM's quantum computer,FALSE,"(B) Tomography, noise characterization, quantum control (including pulse optimization), gate benchmarking",,IBM,1
2202.10130v2,2022-02-21,Improved variational quantum eigensolver via quasi-dynamical evolution,FALSE,"(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",(F8) Applications: simulating quantum mechanics,IBM,5
2202.10911v1,2022-02-22,A tensor network discriminator architecture for classification of   quantum data on quantum computers,TRUE,(F2) Applications: condensed matter physics,　,Quantinuum,6
2202.11045v3,2022-02-22,SupermarQ: A Scalable Quantum Benchmark Suite,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume","(F7) Applications: primitives (grover, amplitude amplification, phase estimation, variational algorithm, optimizers, measurements)",IBM,11
2202.11204v4,2022-02-18,Study of Feature Importance for Quantum Machine Learning Models,TRUE,(F1) Applications: quantum machine learning,,IBM,4
2202.12408v1,2022-02-24,Quantum Error Correction Scheme for Fully Correlated Noise,FALSE,(D) Quantum error correction,　,IBM,5
2202.12910v2,2022-02-25,Simulating spectroscopy experiments with a superconducting quantum   computer,TRUE,(F8) Applications: simulating quantum mechanics,　,IBM,7
2202.13002v3,2022-02-25,N-electron valence perturbation theory with reference wavefunctions from   quantum computing: application to the relative stability of hydroxide anion   and hydroxyl radical,TRUE,(F3) Applications: quantum chemistry,　,IBM,6
2203.00886v1,2022-03-02,Holographic quantum simulation of entanglement renormalization circuits,FALSE,(F8) Applications: simulating quantum mechanics,(F2) Applications: condensed matter physics,Quantinuum,10
2203.01478v3,2022-03-03,Simulating excited states of the Lipkin model on a quantum computer,FALSE,(F8) Applications: simulating quantum mechanics,　,IBM,3
2203.03745v2,2022-03-07,Self-restricting Noise in Quantum Dynamics,FALSE,(F11) Applications: open quantum systems,　,IBM,4
2203.03816v4,2022-03-08,Quantum Volume in Practice: What Users Can Expect from NISQ Devices,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",　,Honeywell,9
2203.06745v3,2022-03-13,Comparative study of adaptive variational quantum eigensolvers for   multi-orbital impurity models,FALSE,(F2) Applications: condensed matter physics,　,IBM,8
2203.07183v1,2022-03-14,QuFI: a Quantum Fault Injector to Measure the Reliability of Qubits and   Quantum Circuits,FALSE,"(C) System and software development for quantum computers: compiler, circuit optimization, gate decomposition, benchmarking different quantum computers, benchmark such as XEB, quantum volume",　,IBM,7
